HS Code,Commodity,Value,Date,Growth
98,PROJECT GOODS; SOME SPECIAL USES.,0.61,2019-10-01,218.43
99,MISCELLANEOUS GOODS.,0.00,2019-10-01,-93.56
01,LIVE ANIMALS.,,2019-11-01,
02,MEAT AND EDIBLE MEAT OFFAL.,170.67,2019-11-01,12.69
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",45.12,2019-11-01,-57.24
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.32,2019-11-01,33.71
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",5.07,2019-11-01,-14.06
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.80,2019-11-01,1.80
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,11.11,2019-11-01,3.60
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,5.37,2019-11-01,27.48
09,"COFFEE, TEA, MATE AND SPICES.",35.78,2019-11-01,-46.69
10,CEREALS.,14.58,2019-11-01,-21.12
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,5.84,2019-11-01,73.46
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",35.49,2019-11-01,3.19
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.55,2019-11-01,13.22
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.12,2019-11-01,-24.91
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,5.84,2019-11-01,0.46
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.00,2019-11-01,-66.67
17,SUGARS AND SUGAR CONFECTIONERY.,2.02,2019-11-01,-17.89
18,COCOA AND COCOA PREPARATIONS.,3.81,2019-11-01,40.96
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.79,2019-11-01,100.04
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.72,2019-11-01,-22.89
21,MISCELLANEOUS EDIBLE PREPARATIONS.,4.76,2019-11-01,-51.09
22,"BEVERAGES, SPIRITS AND VINEGAR.",3.75,2019-11-01,35.52
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,29.32,2019-11-01,32.29
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,10.54,2019-11-01,34.85
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",13.86,2019-11-01,30.24
26,"ORES, SLAG AND ASH.",6.10,2019-11-01,848.83
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",383.77,2019-11-01,-44.84
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",16.41,2019-11-01,1.50
29,ORGANIC CHEMICALS,115.27,2019-11-01,-12.95
30,PHARMACEUTICAL PRODUCTS,68.28,2019-11-01,10.55
31,FERTILISERS.,1.85,2019-11-01,-11.06
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",35.09,2019-11-01,1.38
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",15.20,2019-11-01,10.42
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",5.47,2019-11-01,10.69
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.84,2019-11-01,10.77
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.95,2019-11-01,-16.54
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.26,2019-11-01,215.21
38,MISCELLANEOUS CHEMICAL PRODUCTS.,32.67,2019-11-01,-10.73
39,PLASTIC AND ARTICLES THEREOF.,34.07,2019-11-01,-14.33
40,RUBBER AND ARTICLES THEREOF.,22.83,2019-11-01,0.95
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,9.90,2019-11-01,-19.41
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",1.63,2019-11-01,100.59
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.06,2019-11-01,"1,480.00"
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.60,2019-11-01,69.30
45,CORK AND ARTICLES OF CORK.,0.00,2019-11-01,-82.67
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,2019-11-01,117.86
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,2019-11-01,
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",11.39,2019-11-01,-8.66
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.51,2019-11-01,-72.92
50,SILK,0.17,2019-11-01,-74.76
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",1.72,2019-11-01,44.18
52,COTTON.,63.40,2019-11-01,-43.07
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,1.06,2019-11-01,22.70
54,MAN-MADE FILAMENTS.,15.38,2019-11-01,5.94
55,MAN-MADE STAPLE FIBRES.,9.51,2019-11-01,-18.53
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2.06,2019-11-01,-18.23
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1.54,2019-11-01,96.93
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.35,2019-11-01,-18.08
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.80,2019-11-01,19.46
60,KNITTED OR CROCHETED FABRICS.,1.11,2019-11-01,70.58
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",5.54,2019-11-01,54.99
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",19.28,2019-11-01,85.74
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,5.15,2019-11-01,9.88
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",4.12,2019-11-01,26.32
65,HEADGEAR AND PARTS THEREOF.,0.07,2019-11-01,37.50
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,2019-11-01,-80.00
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.84,2019-11-01,-10.80
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",13.89,2019-11-01,25.99
69,CERAMIC PRODUCTS.,9.11,2019-11-01,167.53
70,GLASS AND GLASSWARE.,2.65,2019-11-01,103.40
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",133.30,2019-11-01,-3.40
72,IRON AND STEEL,163.54,2019-11-01,20.50
73,ARTICLES OF IRON OR STEEL,28.15,2019-11-01,20.05
74,COPPER AND ARTICLES THEREOF.,3.88,2019-11-01,-18.73
75,NICKEL AND ARTICLES THEREOF.,0.23,2019-11-01,11.47
76,ALUMINIUM AND ARTICLES THEREOF.,113.54,2019-11-01,17.47
78,LEAD AND ARTICLES THEREOF.,8.01,2019-11-01,74.83
79,ZINC AND ARTICLES THEREOF.,6.29,2019-11-01,-67.09
80,TIN AND ARTICLES THEREOF.,0.00,2019-11-01,-95.83
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.21,2019-11-01,51.51
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",4.86,2019-11-01,30.12
83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.89,2019-11-01,13.05
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",260.27,2019-11-01,59.24
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",92.88,2019-11-01,38.94
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.40,2019-11-01,-96.36
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",140.09,2019-11-01,11.75
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",13.52,2019-11-01,-47.07
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",358.92,2019-11-01,112.53
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",29.68,2019-11-01,5.43
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.68,2019-11-01,3.30
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.12,2019-11-01,7.03
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.22,2019-11-01,151.33
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.82,2019-11-01,21.75
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.81,2019-11-01,46.69
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.05,2019-11-01,-14.80
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.11,2019-11-01,-81.45
98,PROJECT GOODS; SOME SPECIAL USES.,0.61,2019-11-01,218.43
99,MISCELLANEOUS GOODS.,0.00,2019-11-01,-93.56
01,LIVE ANIMALS.,,2019-12-01,
02,MEAT AND EDIBLE MEAT OFFAL.,170.67,2019-12-01,12.69
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",45.12,2019-12-01,-57.24
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.32,2019-12-01,33.71
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",5.07,2019-12-01,-14.06
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.80,2019-12-01,1.80
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,11.11,2019-12-01,3.60
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,5.37,2019-12-01,27.48
09,"COFFEE, TEA, MATE AND SPICES.",35.78,2019-12-01,-46.69
10,CEREALS.,14.58,2019-12-01,-21.12
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,5.84,2019-12-01,73.46
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",35.49,2019-12-01,3.19
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.55,2019-12-01,13.22
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.12,2019-12-01,-24.91
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,5.84,2019-12-01,0.46
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.00,2019-12-01,-66.67
17,SUGARS AND SUGAR CONFECTIONERY.,2.02,2019-12-01,-17.89
18,COCOA AND COCOA PREPARATIONS.,3.81,2019-12-01,40.96
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.79,2019-12-01,100.04
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.72,2019-12-01,-22.89
21,MISCELLANEOUS EDIBLE PREPARATIONS.,4.76,2019-12-01,-51.09
22,"BEVERAGES, SPIRITS AND VINEGAR.",3.75,2019-12-01,35.52
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,29.32,2019-12-01,32.29
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,10.54,2019-12-01,34.85
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",13.86,2019-12-01,30.24
26,"ORES, SLAG AND ASH.",6.10,2019-12-01,848.83
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",383.77,2019-12-01,-44.84
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",16.41,2019-12-01,1.50
29,ORGANIC CHEMICALS,115.27,2019-12-01,-12.95
30,PHARMACEUTICAL PRODUCTS,68.28,2019-12-01,10.55
31,FERTILISERS.,1.85,2019-12-01,-11.06
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",35.09,2019-12-01,1.38
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",15.20,2019-12-01,10.42
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",5.47,2019-12-01,10.69
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.84,2019-12-01,10.77
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.95,2019-12-01,-16.54
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.26,2019-12-01,215.21
38,MISCELLANEOUS CHEMICAL PRODUCTS.,32.67,2019-12-01,-10.73
39,PLASTIC AND ARTICLES THEREOF.,34.07,2019-12-01,-14.33
40,RUBBER AND ARTICLES THEREOF.,22.83,2019-12-01,0.95
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,9.90,2019-12-01,-19.41
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",1.63,2019-12-01,100.59
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.06,2019-12-01,"1,480.00"
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.60,2019-12-01,69.30
45,CORK AND ARTICLES OF CORK.,0.00,2019-12-01,-82.67
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,2019-12-01,117.86
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,2019-12-01,
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",11.39,2019-12-01,-8.66
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.51,2019-12-01,-72.92
50,SILK,0.17,2019-12-01,-74.76
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",1.72,2019-12-01,44.18
52,COTTON.,63.40,2019-12-01,-43.07
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,1.06,2019-12-01,22.70
54,MAN-MADE FILAMENTS.,15.38,2019-12-01,5.94
55,MAN-MADE STAPLE FIBRES.,9.51,2019-12-01,-18.53
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2.06,2019-12-01,-18.23
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1.54,2019-12-01,96.93
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.35,2019-12-01,-18.08
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.80,2019-12-01,19.46
60,KNITTED OR CROCHETED FABRICS.,1.11,2019-12-01,70.58
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",5.54,2019-12-01,54.99
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",19.28,2019-12-01,85.74
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,5.15,2019-12-01,9.88
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",4.12,2019-12-01,26.32
65,HEADGEAR AND PARTS THEREOF.,0.07,2019-12-01,37.50
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,2019-12-01,-80.00
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.84,2019-12-01,-10.80
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",13.89,2019-12-01,25.99
69,CERAMIC PRODUCTS.,9.11,2019-12-01,167.53
70,GLASS AND GLASSWARE.,2.65,2019-12-01,103.40
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",133.30,2019-12-01,-3.40
72,IRON AND STEEL,163.54,2019-12-01,20.50
73,ARTICLES OF IRON OR STEEL,28.15,2019-12-01,20.05
74,COPPER AND ARTICLES THEREOF.,3.88,2019-12-01,-18.73
75,NICKEL AND ARTICLES THEREOF.,0.23,2019-12-01,11.47
76,ALUMINIUM AND ARTICLES THEREOF.,113.54,2019-12-01,17.47
78,LEAD AND ARTICLES THEREOF.,8.01,2019-12-01,74.83
79,ZINC AND ARTICLES THEREOF.,6.29,2019-12-01,-67.09
80,TIN AND ARTICLES THEREOF.,0.00,2019-12-01,-95.83
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.21,2019-12-01,51.51
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",4.86,2019-12-01,30.12
83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.89,2019-12-01,13.05
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",260.27,2019-12-01,59.24
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",92.88,2019-12-01,38.94
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.40,2019-12-01,-96.36
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",140.09,2019-12-01,11.75
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",13.52,2019-12-01,-47.07
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",358.92,2019-12-01,112.53
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",29.68,2019-12-01,5.43
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.68,2019-12-01,3.30
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.12,2019-12-01,7.03
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.22,2019-12-01,151.33
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.82,2019-12-01,21.75
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.81,2019-12-01,46.69
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.05,2019-12-01,-14.80
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.11,2019-12-01,-81.45
98,PROJECT GOODS; SOME SPECIAL USES.,0.61,2019-12-01,218.43
99,MISCELLANEOUS GOODS.,0.00,2019-12-01,-93.56
01,LIVE ANIMALS.,0.02,2020-01-01,
02,MEAT AND EDIBLE MEAT OFFAL.,104.58,2020-01-01,-38.72
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",41.06,2020-01-01,-9.00
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.91,2020-01-01,-12.30
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.18,2020-01-01,-76.77
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.92,2020-01-01,14.87
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,6.03,2020-01-01,-45.70
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,8.16,2020-01-01,52.05
09,"COFFEE, TEA, MATE AND SPICES.",41.19,2020-01-01,15.10
10,CEREALS.,18.08,2020-01-01,24.01
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,4.21,2020-01-01,-27.99
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",61.41,2020-01-01,73.05
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.33,2020-01-01,-8.66
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.08,2020-01-01,-35.54
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,4.59,2020-01-01,-21.38
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.06,2020-01-01,"30,550.00"
17,SUGARS AND SUGAR CONFECTIONERY.,38.38,2020-01-01,"1,803.38"
18,COCOA AND COCOA PREPARATIONS.,2.01,2020-01-01,-47.25
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",3.27,2020-01-01,16.90
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",4.68,2020-01-01,172.30
21,MISCELLANEOUS EDIBLE PREPARATIONS.,7.47,2020-01-01,57.15
22,"BEVERAGES, SPIRITS AND VINEGAR.",2.43,2020-01-01,-35.20
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,15.46,2020-01-01,-47.27
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,7.61,2020-01-01,-27.81
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",14.14,2020-01-01,2.04
26,"ORES, SLAG AND ASH.",0.16,2020-01-01,-97.37
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",536.37,2020-01-01,39.76
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",31.41,2020-01-01,91.43
29,ORGANIC CHEMICALS,215.84,2020-01-01,87.24
30,PHARMACEUTICAL PRODUCTS,94.91,2020-01-01,39.00
31,FERTILISERS.,0.24,2020-01-01,-86.91
